TotalCases,TotalDeaths,POPEST_2018_B_U18,POPEST_2018_B_18TO64,POPEST_2018_B_65PLUS,POPEST_2018_B_85PLUS,UNEMPLOYED,VETPOP_2019_65TO84,VETPOP_2019_85PLUS,VETPOP_2019_TOTAL,HOUSEHOLD_SIZE,HOUSING_UNITS,AREA_TOTAL,AREA_WATER,PER_AREA_WATER,DENSITY_POP,DENSITY_HOUSE,PER_OBESITY,PER_DIABETES,OVERCROWDING,PER_DRIVE_ALONE,PER_RURAL,POP_RURAL,PER_UNINSURED,PER_CHILD,PER_ADULT,PER_65PLUS,PER_85PLUS,MED_INCOME_2018,PER_COLLEGE_EDU,INCOME_RATIO,PER_UNEMPLOYED
2735,42,13163,33785,8653,871,942,1792.131361,298.0083001,5950.322496,2.59,22135,604.39,9.95,0.01646288,91.8,37.2,0.333,0.111,1.201923077,0.865236614,0.420021623,22921,0.08721686,0.236740346,0.607632956,0.155626697,0.015665186,58786,0.620099737,5.234597269,0.027882196
8733,98,47110,126341,44571,4304,3393,9434.812958,1536.387405,19876.84657,2.61,104061,2027.31,437.53,0.215818005,114.6,65.5,0.31,0.107,1.27079175,0.842824327,0.422790991,77060,0.113334045,0.216079111,0.579487391,0.204433498,0.019741127,55962,0.673716198,4.417766679,0.02685589
1173,10,5192,14857,4832,472,433,740.4792885,97.03625734,1691.156475,2.49,11829,904.52,19.64,0.021713174,31,13.4,0.417,0.176,1.688596491,0.833684704,0.677896347,18613,0.122427925,0.208673285,0.597122302,0.194204413,0.018970299,34186,0.348576486,5.681410019,0.029144511
1179,17,4587,14123,3690,363,344,491.0003187,93.85897543,1147.914587,2.99,8981,626.17,3.59,0.005733267,36.8,14.4,0.376,0.145,0.255319149,0.849106469,0.683526075,15663,0.102062526,0.204776786,0.630491071,0.164732143,0.016205357,45340,0.441373534,4.368580511,0.024357431
2922,40,13392,33900,10548,1032,878,1781.775705,319.8494591,3962.491274,2.77,23887,650.63,5.85,0.008991285,88.9,37,0.338,0.17,1.891367604,0.86178362,0.89951502,51562,0.133607595,0.23153527,0.586099585,0.182365145,0.017842324,48695,0.533610732,4.430262332,0.025899705
696,19,2137,6340,1661,184,224,143.2048836,31.3948328,458.8241718,2.75,4493,625.14,2.34,0.003743162,17.5,7.2,0.372,0.237,0.112517581,0.790609137,0.513743815,5607,0.114403761,0.210791083,0.625369895,0.163839022,0.018149536,32152,0.349760942,7.410195994,0.03533123
1165,41,4378,11307,3995,585,427,468.7319841,129.4740784,1412.394787,2.94,9964,777.88,1.05,0.001349823,27,12.8,0.433,0.192,1.693811075,0.838331832,0.712321574,14921,0.111860095,0.22245935,0.574542683,0.202997967,0.02972561,39109,0.416787565,5.423595582,0.037764217
6301,119,24695,69335,20247,2111,2139,4582.707124,560.7846368,10599.30911,2.49,53289,612.29,6.42,0.010485228,195.7,88,0.385,0.175,1.542045707,0.848092137,0.336968256,39955,0.119291675,0.216097727,0.606727513,0.17717476,0.018472659,45197,0.592439886,5.023896449,0.03085022
1768,50,6992,20061,6562,749,597,1035.037228,138.370326,2374.208205,2.46,17004,603.11,6.58,0.010910116,57.4,28.5,0.401,0.199,4.036101083,0.85252848,0.491480345,16816,0.119380768,0.20800238,0.596787149,0.195210472,0.022281719,39872,0.48460334,4.744932135,0.029759234
1022,24,4990,15062,5980,536,415,1058.175531,103.7048656,1791.153962,2.41,16267,599.98,46.28,0.077135905,46.9,29.4,0.35,0.152,1.5,0.831144659,0.85736273,22282,0.111726499,0.191687154,0.578595575,0.229717271,0.020590043,41014,0.518362101,4.708465031,0.027552782
2234,38,10491,26251,7411,769,703,1219.871732,207.8809932,2771.637106,2.6,19278,700.8,7.95,0.011344178,63,27.8,0.377,0.186,2.888086643,0.835648283,0.867447242,37858,0.137597059,0.237605599,0.594546237,0.167848164,0.01741671,45182,0.399055696,5.107667948,0.026779932
422,13,2567,7321,2953,353,260,272.9530899,72.17995163,788.2402306,2.41,7269,920.86,7.36,0.007992529,15.2,8,0.413,0.174,1.348920863,0.821463178,1,13859,0.113420787,0.199906549,0.570126937,0.229966514,0.027490071,34884,0.58008658,5.86009572,0.035514274
1584,19,5195,13972,4753,592,570,575.3203852,128.7647948,1501.68548,2.57,12638,1252.57,14.11,0.011264839,20.9,10.2,0.341,0.224,1.507064364,0.882852969,0.759803352,19628,0.119263663,0.217182274,0.584113712,0.198704013,0.024749164,36127,0.382299601,8.46898263,0.040795877
919,24,2688,7836,2751,312,233,502.1570802,96.88475869,1109.557096,2.51,6776,606,2.04,0.003366337,23.1,11.2,0.406,0.135,0.91332712,0.899023402,1,13932,0.138833381,0.202485876,0.590282486,0.207231638,0.023502825,41225,0.353230337,5.079258606,0.029734558
772,14,3412,8660,2915,339,244,388.8872721,70.3880389,854.1732056,2.58,6718,561.01,0.91,0.001622074,26.7,12,0.373,0.125,1.713796058,0.81363212,1,14972,0.133445237,0.227663975,0.577834123,0.194501902,0.022619604,40188,0.450141643,4.775680077,0.02817552
2454,15,12280,30828,8801,970,822,1877.111748,335.6214352,7345.00788,2.56,22330,680.49,1.52,0.002233685,73.6,32.9,0.342,0.161,1.393548387,0.86598725,0.471950829,23573,0.119923666,0.23656784,0.593885453,0.169546707,0.018686548,53155,0.637709624,4.658772634,0.026664072
3119,42,11370,32478,10914,1286,1074,1522.760703,366.5058678,3695.195525,2.48,25758,622.13,29.51,0.047433816,91.8,43.5,0.306,0.162,0.678579507,0.902147323,0.438946866,23891,0.096838625,0.207625726,0.59307549,0.199298784,0.023483437,47558,0.546654389,4.758200916,0.033068539
684,14,2550,6965,2762,325,235,293.1024365,99.94172717,870.0551228,2.73,7093,852.72,2.57,0.003013885,15.6,8.3,0.43,0.259,2.043222004,0.894478844,0.809495011,10708,0.120334553,0.207705466,0.567321007,0.224973528,0.026472265,33177,0.362637363,4.452203579,0.033740129
344,4,1777,6457,2481,270,183,393.4210909,59.38474482,847.032243,2.55,6478,666.35,15.42,0.023140992,17.7,10,0.403,0.208,1.664684899,0.83979975,1,11539,0.130262014,0.165842277,0.602613159,0.231544564,0.02519832,38301,0.428689541,4.434364223,0.028341335
2189,34,8089,21107,7790,979,715,1369.936232,256.5432221,3115.459979,2.44,18829,1043.79,13.33,0.012770768,36.6,18.3,0.317,0.153,1.581027668,0.875246448,0.69651794,26304,0.121036177,0.218704375,0.570675391,0.210620235,0.026469475,40601,0.536105815,4.916330704,0.033875018
711,30,3160,8035,2629,303,257,424.7757708,41.48144864,955.8272715,2.73,6735,610.92,2.08,0.003404701,22.8,11.1,0.38,0.182,0.718894009,0.817299047,1,13906,0.12267525,0.228587963,0.581235532,0.190176505,0.021918403,39812,0.449078271,5.490261031,0.031985065
4394,42,18757,49239,15446,1450,1241,2120.008347,625.9609428,5696.20533,2.64,37054,755.02,20.18,0.026727769,109.4,50.4,0.369,0.193,1.753539254,0.875688747,0.732395592,58889,0.126582468,0.224790873,0.590098512,0.185110616,0.01737734,42558,0.5037849,4.435584708,0.025203599
2326,54,11247,29439,8270,898,846,2121.214139,321.2208468,7053.600339,2.57,22677,562.7,1.55,0.002754576,89.6,40.4,0.372,0.158,1.463155094,0.856780167,0.508885395,25572,0.096988639,0.229736907,0.601335893,0.1689272,0.018343002,45960,0.576495132,5.063099359,0.028737389
2262,32,9121,22268,6921,701,973,869.5324545,149.3461387,2473.194911,2.41,20208,993.8,15.11,0.015204266,44.8,20.6,0.431,0.159,4.440993789,0.863769566,0.456389776,19999,0.103724077,0.238084051,0.581258157,0.180657792,0.018298094,31602,0.506736773,6.058905571,0.043694988
4855,36,17188,41875,12322,1207,1150,1543.17413,381.3835742,3549.39312,2.69,31109,778.69,1.59,0.002041891,91.5,40,0.292,0.128,2.881902459,0.856637419,0.901306445,64091,0.173190339,0.240778875,0.586607831,0.172613294,0.016908314,39233,0.45800443,4.793618961,0.027462687
4068,64,18211,51276,12400,1164,1283,2374.919767,500.7299066,7957.044509,2.63,32657,657.04,38.56,0.058687447,128.2,52.8,0.343,0.158,1.142263759,0.86742898,0.541883661,42973,0.086557164,0.222391833,0.62617998,0.151428188,0.014214711,59347,0.547268813,4.382968429,0.025021453
1983,31,8219,21933,6596,683,656,1096.789638,224.9311922,2609.97959,2.57,16486,953.14,8.06,0.00845626,40.5,17.4,0.394,0.188,2.29035833,0.915576298,0.635115739,24337,0.144283449,0.22365843,0.596848808,0.179492762,0.018586045,35000,0.375306623,5.518155793,0.029909269
6276,66,21997,61017,19487,1983,1768,3156.68152,613.968368,7116.444385,2.62,47454,548.63,13.64,0.024861929,195.2,88.7,0.355,0.157,1.619433198,0.854836758,0.374834818,39144,0.124659957,0.214602784,0.595281997,0.190115218,0.019346153,44023,0.552342533,4.711496399,0.028975531
916,16,3472,9489,3472,340,267,482.4395581,105.0558276,1179.733431,2.34,8437,629.36,1.7,0.002701157,27.5,13.4,0.41,0.233,1.386861314,0.858799238,0.802331651,13833,0.114599564,0.211282176,0.577435648,0.211282176,0.020690075,37458,0.523317435,4.930437601,0.028137844
2526,33,7695,18372,5296,565,530,612.3378523,151.9908218,1470.417182,2.79,14022,646.52,12.7,0.019643631,50,22.1,0.343,0.148,4.104318085,0.832119646,0.703665153,22309,0.153034504,0.245352804,0.585785799,0.168861397,0.018014858,40459,0.410671689,4.401448328,0.028848247
1221,8,5768,15205,5341,578,426,1082.296097,129.8448869,2513.372095,2.5,12687,578.95,4.54,0.007841783,46.6,22.1,0.387,0.169,1.689347724,0.836798547,0.896416573,24015,0.14072729,0.219198906,0.577829292,0.202971802,0.021965494,38142,0.433568731,4.981861999,0.0280171
426,18,1825,4571,1837,241,191,159.5634226,51.69071412,466.2564942,2.83,5007,659.94,12.83,0.019441161,14,7.7,0.355,0.145,3.220611916,0.822141561,1,9045,0.114463453,0.221668893,0.555204664,0.223126442,0.02927244,21804,0.50282167,5.877814891,0.041785167
970,31,3394,8503,2829,350,305,298.4972427,78.23659246,820.1837349,2.6,7655,656.5,12.56,0.019131759,24.5,11.9,0.404,0.178,2.840336135,0.883967936,0.891687817,14053,0.105601625,0.230476708,0.577414098,0.192109195,0.023767486,30571,0.46728972,6.362011272,0.035869693
854,6,3547,9752,3910,423,300,473.2524945,128.8092553,1260.051524,2.52,8891,568.31,6.56,0.011542996,30.8,15.8,0.363,0.166,0.878477306,0.871963711,0.877528609,15183,0.121877366,0.20611308,0.566680225,0.227206694,0.024580162,48610,0.534650856,4.898382392,0.03076292
5256,38,24120,61963,18639,2037,1825,3597.28643,586.8164058,9381.540781,2.63,45319,581.65,1.83,0.003146222,175.1,78.2,0.381,0.135,1.219357297,0.884000275,0.338040513,34327,0.110702235,0.230324096,0.59169038,0.177985524,0.0194515,45496,0.592885375,5.141591486,0.029453061
3204,23,10806,30557,10373,957,955,1625.237754,239.7595193,3325.40166,2.49,24786,1126.77,48.9,0.043398387,49.4,23,0.387,0.165,2.030584106,0.862986097,0.770173033,40994,0.130509417,0.2088681,0.590633215,0.200498686,0.018497758,39816,0.446777813,5.040583263,0.031253068
32314,500,150071,404682,104547,13443,11655,14092.06244,3030.079143,38716.95799,2.47,300552,1123.81,12.54,0.01115847,592.5,270.5,0.346,0.129,1.375226817,0.837186943,0.098337651,64752,0.100494848,0.22762172,0.613805551,0.158572729,0.020389807,51979,0.681047602,5.340298508,0.028800391
679,8,2961,7885,2998,326,218,384.7410471,77.78407654,888.2839252,2.3,7354,605.46,0.62,0.001024015,24.1,12.2,0.357,0.188,0.981697171,0.882453152,1,14564,0.115316983,0.213883271,0.569560821,0.216555909,0.023548107,36756,0.526038233,5.049253831,0.027647432
4078,54,18168,55656,18563,2095,1766,3250.845453,713.3800635,6898.504388,2.35,43791,720.99,53.29,0.07391226,138.8,65.6,0.325,0.138,1.212200209,0.880479296,0.492951062,45701,0.112851588,0.196651044,0.602422419,0.200926537,0.022676351,46265,0.593270003,4.523242916,0.031730631
1279,36,7115,19691,6151,558,583,829.9311358,92.49029672,1777.254894,2.57,15229,717.2,26.52,0.036977133,49.7,22,0.326,0.193,1.561561562,0.872215047,0.912897871,31348,0.140286299,0.215887368,0.597475498,0.186637133,0.016931153,44515,0.48394783,4.901549018,0.029607435
7757,66,34893,109567,19481,1801,2703,3454.343461,471.123266,11036.40586,2.58,62391,615.85,8.31,0.013493546,230.8,102.7,0.299,0.09,1.986183074,0.844231541,0.27409499,38441,0.10350185,0.212838765,0.6683319,0.118829335,0.010985659,48056,0.726527801,6.336576709,0.024669837
4251,45,21696,59870,14608,1391,1503,2749.421737,390.205573,7277.364925,2.81,34977,607.19,47.25,0.077817487,147.8,62.5,0.339,0.138,2.02650039,0.876441683,0.576091421,47690,0.110140422,0.225591116,0.62251752,0.151891364,0.014463368,56460,0.587957545,5.127206694,0.025104393
799,29,2256,5838,1880,215,265,210.9916784,38.98269846,691.4496708,2.43,5140,725.07,9.16,0.012633263,15.8,7.2,0.469,0.139,1.155660377,0.855059524,1,11299,0.108228317,0.226188089,0.585321837,0.188490074,0.021556046,30833,0.352064708,6.478165013,0.045392258
737,22,3118,11565,3756,425,427,533.4600183,120.6784386,1370.321345,2.19,10259,613.21,4.32,0.007044895,35.2,16.8,0.496,0.23,1.579279848,0.836646137,0.555472683,11916,0.105546822,0.169098107,0.627203211,0.203698682,0.023048972,32074,0.560347094,6.751067503,0.036921747
13223,148,79966,231428,55125,6223,6220,11593.29777,2174.560819,35925.68349,2.4,146447,812.7,11.11,0.013670481,417.7,182.7,0.329,0.135,1.250446588,0.880676072,0.164415148,55048,0.094393471,0.218176957,0.631421563,0.15040148,0.016978656,63417,0.731953434,5.240480881,0.02687661
1215,24,4335,10994,3737,510,380,406.1148031,83.28569048,1189.083677,2.48,10237,982.67,5.79,0.00589211,21.5,10.5,0.422,0.176,1.226993865,0.892144638,0.693156418,14575,0.097974289,0.22736809,0.576628553,0.196003357,0.026749187,32809,0.507364256,7.483942951,0.034564308
1402,36,6183,17259,6321,701,513,795.248096,131.9097791,1805.939649,2.41,14737,743.57,1.28,0.001721425,41.5,19.9,0.368,0.204,1.281537845,0.861331288,0.888549519,27346,0.114080834,0.207741155,0.57988106,0.212377784,0.023552733,35392,0.556064411,4.78808713,0.029723622
6272,55,23936,55798,16375,1679,1441,3078.301997,515.6188401,6666.713439,2.7,40342,623.18,57.34,0.092011939,164.4,71.3,0.344,0.118,3.206616367,0.853381411,0.53268687,49550,0.15643577,0.249050557,0.580569978,0.170379465,0.017469748,42490,0.520299329,4.917149099,0.025825298
19859,361,96711,250005,67041,7238,8798,11496.59433,1745.16085,29796.63249,2.6,178196,1644.01,414.58,0.252176082,335.9,144.9,0.363,0.14,1.93504473,0.862280355,0.200202425,82682,0.117198902,0.233738644,0.604231469,0.162029887,0.01749336,46166,0.595264854,5.271608361,0.035191296
789,11,4543,12249,4275,567,442,483.213469,84.19081497,1247.552845,2.61,11333,1034.42,8.74,0.008449179,22.5,11,0.418,0.184,0.637402285,0.915734761,0.790445639,18234,0.127897351,0.215645322,0.581430674,0.202924004,0.026914131,30141,0.408089022,8.40203675,0.036084578
12342,236,52774,138816,34173,4012,4219,5736.619288,1020.815949,18715.4812,2.45,101641,799.91,15.66,0.019577202,292.5,129.6,0.377,0.139,1.844262295,0.84564243,0.104912301,24063,0.110054222,0.23375841,0.614874891,0.151366699,0.017770848,47990,0.621948048,5.488204456,0.03039275
6626,50,27168,71118,20803,2190,1983,3748.144295,674.3503068,8830.847338,2.57,51193,599.05,19.72,0.032918788,206.3,88.4,0.324,0.127,2.047005307,0.890115305,0.385973722,46120,0.115602522,0.228131901,0.597183619,0.17468448,0.018389608,49751,0.559087535,4.595366869,0.027883236
688,6,1942,5424,1774,235,222,215.2615493,35.74516322,565.3306758,2.82,4737,723.88,4.22,0.005829696,14.7,6.6,0.434,0.158,4.0625,0.841036717,1,10591,0.114809883,0.212472648,0.593435449,0.194091904,0.02571116,23561,0.546397097,4.714705594,0.040929204
1235,18,3921,12224,3793,430,356,410.1792715,94.62823199,1149.853938,2.49,9483,890.13,8.72,0.009796322,22.4,10.8,0.349,0.15,1.679790026,0.820980616,1,19746,0.116072035,0.196659645,0.613100612,0.190239743,0.021566857,37458,0.533479474,5.82206738,0.029123037
1586,14,6328,22023,4987,565,686,844.9059176,99.79981444,2200.750358,2.73,15267,673.01,0.91,0.001352134,48.9,22.7,0.362,0.123,1.875,0.836010758,0.516793824,17002,0.129166508,0.189813426,0.660597516,0.149589058,0.016947627,34678,0.596498427,6.953474775,0.031149253
1029,21,4874,13226,4625,491,383,643.5381838,150.0353919,1445.619405,2.56,11982,584.13,3.59,0.006145892,39.5,20.6,0.374,0.165,3.912543153,0.852512917,0.813424693,18638,0.132276625,0.214477448,0.5820022,0.203520352,0.021606161,41449,0.495438318,5.090426591,0.028958113
2219,3,13968,35533,8280,893,955,1565.923261,128.2793382,6677.987734,2.53,24595,647.19,6.05,0.009348105,82.6,38.4,0.451,0.19,2.843071413,0.868622449,0.354089939,18748,0.11304654,0.241740364,0.614959935,0.143299701,0.015454907,40978,0.614674411,5.198554823,0.026876425
10315,77,50645,131975,33087,3416,3219,4575.395608,680.1839901,12455.47565,2.66,80970,809.53,24.59,0.03037565,248.5,103.2,0.35,0.105,0.941532789,0.861318414,0.229448702,44762,0.078591341,0.234786076,0.6118253,0.153388624,0.015836296,75761,0.764675473,4.180078388,0.024390983
4195,55,20126,53826,14738,1301,1387,2810.193128,331.5032227,6549.981598,2.65,35541,653.64,21.74,0.033259898,132.3,56.2,0.366,0.138,0.879673264,0.866225826,0.727967653,60853,0.100410683,0.226925245,0.60690044,0.166174315,0.014669072,54887,0.554918647,4.215113307,0.025768216
581,22,2407,7998,2286,360,281,202.6857295,33.76640973,601.5291098,2.4,6786,913.32,9.43,0.010324968,15.2,7.5,0.428,0.205,0.758196721,0.845488257,1,13763,0.113622162,0.189661965,0.630210385,0.18012765,0.028366559,23132,0.569801771,7.560845305,0.035133783
3514,54,16918,48540,14370,1357,1497,2458.594779,293.4487845,5812.657448,2.46,37088,760.31,23.53,0.030947903,111.7,50.3,0.388,0.163,1.414494596,0.84869462,0.558153383,45931,0.103020411,0.211930651,0.608057323,0.180012026,0.016999048,41012,0.520118551,5.008697753,0.030840544
1763,91,8369,23397,8731,814,744,1535.007583,237.8478433,3234.831377,2.43,22111,766.25,49.73,0.064900489,58.1,30.9,0.36,0.159,3.641370869,0.87074693,0.742262591,30890,0.119048369,0.206657283,0.5777465,0.215596217,0.020100254,43361,0.49884152,5.555796316,0.031798949
13049,154,43761,137407,27743,3153,3714,3991.126287,642.9886483,10849.0021,2.71,84872,1351.25,29.5,0.021831637,147.3,64.2,0.346,0.119,2.065587734,0.855124786,0.255080758,49653,0.093086831,0.209471976,0.657729847,0.132798177,0.015092551,52221,0.643049393,5.017339356,0.027029191
3657,111,14143,37257,12311,1067,1068,1730.066923,397.6369538,4281.012207,2.54,30816,805.19,14,0.017387201,84.7,38.9,0.396,0.142,1.706687835,0.851838083,0.740879996,49656,0.116707665,0.221986784,0.584781278,0.193231938,0.0167475,41748,0.529078947,5.050161717,0.028665754
912,19,3604,9644,3130,325,389,423.4739672,51.6843981,932.413645,2.75,8407,1088.57,8.36,0.0076798,16.3,7.8,0.329,0.166,1.635322976,0.83764922,1,17581,0.13909465,0.220051288,0.588838686,0.191110026,0.019843693,40794,0.495662233,5.049040775,0.04033596
635,18,2525,6036,2066,249,262,215.199339,43.59375194,509.5679097,2.77,5649,907.41,18.91,0.020839532,13.1,6.4,0.477,0.199,0.606860158,0.876047486,1,11670,0.105188846,0.237602334,0.567987202,0.194410464,0.023430884,27237,0.394480519,5.762843994,0.043406229
1330,23,4833,13726,5101,553,410,652.6633157,149.1233791,1581.228355,2.5,13469,631.87,18.89,0.02989539,39.9,22,0.378,0.195,1.695813461,0.816161148,0.848921745,20785,0.127727543,0.204268808,0.580135249,0.215595943,0.023372781,38504,0.53070926,4.353599446,0.029870319
34,0,277,2914,324,28,69,21.48801999,5.732486226,58.36996773,2.6,747,15009.86,8027.92,0.534843096,0.4,0.1,0.505,0.126,2.53164557,0.261733615,1,3141,0.278608583,0.078805121,0.829018492,0.092176387,0.007965861,69706,0.49049049,4.242061135,0.023678792
108,0,638,4691,394,21,128,45.15637803,0.000000598,143.6055725,3.72,1929,14116.44,9726.16,0.688995242,1.3,0.4,0.443,0.098,11.30801688,0.475265475,1,5561,0.202348864,0.111479993,0.819674996,0.068845011,0.003669404,85517,0.528617711,3.013788768,0.027286293
16430,68,71339,187866,32333,3007,8348,7436.353632,659.3015537,30317.56667,2.71,113032,1961,256.32,0.130708822,171.2,66.3,0.318,0.078,4.120224826,0.76271886,0.041171794,12015,0.127414206,0.244698804,0.644396271,0.110904925,0.010314264,83280,0.709646417,3.837479855,0.044435928
1437,5,6542,10272,1402,81,945,195.3447647,34.2809046,659.3820974,3.77,5919,45504.21,4934.2,0.108433923,0.4,0.1,0.31,0.061,36.00439078,0.233917144,0.739375772,12579,0.197784235,0.359134827,0.563899868,0.076965305,0.00444664,54212,0.35727949,5.672459294,0.091997664
0,0,167,583,127,5,28,21.6618533,1.793754303,31.7649081,2.45,969,887.56,383.72,0.432331335,2,1.9,0.418,0.149,6.111111111,0.585714286,1,997,0.174386921,0.190421893,0.664766249,0.144811859,0.005701254,84688,0.610619469,3.883701775,0.048027444
42,0,384,1430,245,8,85,68.09697712,1.793721297,211.75268,2.29,1771,12776.92,25.51,0.001996569,0.1,0.1,0.253,0.049,6.95035461,0.336461126,1,1826,0.139561058,0.1864983,0.694511899,0.118989801,0.003885381,84196,0.723707665,3.14824851,0.059440559
99,1,1578,2952,470,35,166,66.25053897,6.159788249,193.3295437,3.25,2427,20915.21,2346.43,0.112187733,0.3,0.1,0.356,0.103,21.45454546,0.356565657,1,4847,0.174309884,0.3156,0.5904,0.094,0.007,58750,0.487937743,4.662339315,0.056233062
3392,17,23861,64906,10204,696,2675,2489.437139,133.5975807,12955.99905,2.61,41783,7443.69,105.48,0.014170391,13.3,5.7,0.3,0.062,5.565783883,0.751879263,0.308707638,30124,0.132384009,0.241090825,0.655808267,0.103100908,0.007032363,77095,0.724457394,3.674504652,0.041213447
16,0,424,1504,546,49,104,118.5227765,13.09721202,205.9311441,2.41,1631,2725.5,406.9,0.149293708,1.1,0.7,0.27,0.074,10.68376068,0.635082224,1,2508,0.179848867,0.171382377,0.607922393,0.22069523,0.019805982,64342,0.713592233,4.10291008,0.069148936
0,0,397,1271,483,24,146,69.8250535,9.686990805,141.3811328,2.47,1771,10914.15,3389.24,0.310536322,0.3,0.2,0.322,0.144,4.071856287,0.36453202,,,0.228554289,0.184565318,0.590887959,0.224546722,0.011157601,63603,0.497747748,3.697907219,0.114870181
843,5,6830,20985,4298,328,762,723.042528,71.86813306,2131.085014,2.53,13055,3253.89,551.96,0.169630811,11.6,4.8,0.273,0.065,4.448105437,0.672709484,0.215443645,6738,0.13368336,0.212686451,0.653473671,0.133839878,0.010213932,88213,0.764157084,3.374294262,0.036311651
2538,9,13227,35118,10188,690,2044,2280.577614,253.3527529,4837.645067,2.6,30578,24752.32,8676.99,0.350552595,3.4,1.9,0.327,0.084,3.980446927,0.686489538,0.793375451,43953,0.160433729,0.225975091,0.599969248,0.174055661,0.011788222,66684,0.582054727,4.727156598,0.05820377
196,0,3102,8654,2162,208,422,381.7695761,46.61588089,1107.955896,2.54,6166,6653.56,1795.15,0.269802933,2.8,1.3,0.382,0.092,4.318618042,0.65270406,0.23187653,3125,0.171864232,0.22287685,0.621784739,0.155338411,0.014944676,70356,0.598656591,4.213644878,0.048763578
269,0,3417,8549,1379,91,362,223.7523323,15.20730631,1038.52047,3.05,5303,12021.83,5472.25,0.455192762,2.1,0.8,0.341,0.08,8.505997819,0.648474017,0.313198941,4257,0.184144083,0.256050955,0.640614462,0.103334582,0.006819033,78281,0.636587165,3.848325389,0.042344134
144,0,453,972,162,13,86,36.96020862,1.517458895,109.6402095,2.99,1502,32922.5,9270.49,0.281585238,0.1,0.1,0.378,0.095,9.361702128,0.232517483,1,1631,0.253462604,0.285444234,0.612476371,0.102079395,0.008191556,46406,0.51800554,4.095089521,0.088477366
3258,6,28860,65936,12814,862,3640,2925.778689,328.3945528,10261.71017,3.29,41329,25257.61,649.71,0.025723336,3.6,1.7,0.344,0.087,5.333981842,0.735555398,0.502938367,44759,0.148491579,0.268190689,0.612731159,0.119078153,0.008010408,75905,0.587668865,4.475280568,0.055205047
224,0,3467,5767,774,43,477,167.519416,19.31628999,405.1825362,3.27,4008,28277.62,5315.86,0.187988239,0.4,0.2,0.403,0.074,29.51388889,0.250628667,0.660556258,6270,0.212070875,0.346422862,0.576239009,0.077338129,0.004296563,58987,0.369006521,4.243799719,0.082711982
452,0,2613,6586,673,48,240,129.8220819,5.708734635,297.0296859,3.38,2500,94796.28,6100.87,0.064357694,0.1,0,0.401,0.076,29.95049505,0.213808463,0.593319194,5595,0.178086726,0.264688006,0.667139384,0.068172609,0.004862237,75431,0.491865697,4.276911053,0.036440935
356,0,2706,4404,561,66,416,106.5941159,8.570059869,227.9121263,3.97,2707,40748.94,5176.35,0.127030298,0.2,0.1,0.421,0.108,38.05774278,0.183241973,0.574637778,4323,0.241047417,0.352757137,0.574110285,0.073132577,0.008603833,62949,0.319724545,5.307531212,0.094459582
24,1,670,1936,615,49,122,91.58531593,17.74938125,209.2280201,2.72,1994,5684.07,2402.08,0.422598596,1.2,0.6,0.25,0.082,2.591093117,0.4875,,,0.187312312,0.208009935,0.601055573,0.190934492,0.015212667,66907,0.631498471,4.350755537,0.063016529
51,1,1471,3855,1096,55,315,217.5137567,13.79383929,383.1699848,2.7,2992,7683.28,3760.41,0.489427692,1.4,0.8,0.449,0.136,5.739514349,0.503445636,,,0.231766013,0.229056369,0.600280287,0.170663345,0.00856431,54191,0.517287234,4.311232877,0.081712062
183,0,1854,5432,1361,149,183,206.9889458,13.46917156,531.4273112,2.37,4102,4811.43,1941.09,0.403433075,3.1,1.4,0.266,0.079,3.423680457,0.603053435,0.208760275,1854,0.182776561,0.214409622,0.62819475,0.157395629,0.01723141,71534,0.654795629,3.840693713,0.033689249
9,0,182,799,167,9,82,42.37725308,3.679229229,80.86174868,2.28,636,464.04,11.71,0.025234894,2.1,1.4,0.326,0.062,3.720930233,0.391044776,,,0.1408308,0.158536585,0.695993031,0.145470383,0.007839721,72237,0.730458221,2.680913619,0.102628285
280,2,1753,4160,1005,53,282,259.7476198,11.10730873,857.8790903,3.03,3915,25059.46,290.66,0.011598813,0.3,0.2,0.328,0.095,7.913669065,0.636201992,1,7029,0.210750853,0.253396936,0.601329864,0.1452732,0.007661174,71541,0.529513889,4.280810278,0.067788462
252,2,2146,5762,1256,66,361,269.9774971,7.74834653,699.6183308,2.93,6102,40340.17,6100.29,0.151221227,0.3,0.2,0.348,0.112,4.258943782,0.635650918,1,9636,0.148957423,0.234177215,0.628764732,0.137058053,0.007202095,82306,0.527468153,4.688208617,0.062651857
20,0,501,1454,548,41,74,129.5705662,13.60114773,204.5260779,2.26,1428,3462.06,920.57,0.265902382,0.9,0.6,0.426,0.138,2.105263158,0.594312796,,,0.189355169,0.200159808,0.580902917,0.218937275,0.016380344,57583,0.634819533,4.274168112,0.050894085
48,0,112,374,118,13,20,27.06392899,3.678965818,52.55703523,2.69,450,9462.87,1813.41,0.19163425,0.1,0.1,0.319,0.078,6.530612245,0.482142857,1,662,0.186234818,0.185430464,0.619205298,0.195364238,0.021523179,65833,0.616666667,3.228824312,0.053475936
171,3,1454,3063,810,68,389,167.8288614,10.86752952,280.8823198,2.68,4038,147804.63,2299.84,0.01556,0,0,0.305,0.091,15.90909091,0.245264692,1,5588,0.240982182,0.272949127,0.574995307,0.152055566,0.012765159,40000,0.471281296,5.965027322,0.126999674
