TotalCases,TotalDeaths,POPEST_2018_B_U18,POPEST_2018_B_18TO64,POPEST_2018_B_65PLUS,POPEST_2018_B_85PLUS,UNEMPLOYED,VETPOP_2019_65TO84,VETPOP_2019_85PLUS,VETPOP_2019_TOTAL,HOUSEHOLD_SIZE,HOUSING_UNITS,AREA_TOTAL,AREA_WATER,PER_AREA_WATER,DENSITY_POP,DENSITY_HOUSE,PER_OBESITY,PER_DIABETES,OVERCROWDING,PER_DRIVE_ALONE,PER_RURAL,POP_RURAL,PER_UNINSURED,PER_CHILD,PER_ADULT,PER_65PLUS,PER_85PLUS,MED_INCOME_2018,PER_COLLEGE_EDU,INCOME_RATIO,PER_UNEMPLOYED
357,3,1567,3842,1584,246,69,251.3924843,54.27407499,577.3975118,2.28,3431,516.64,5.49,0.010626355,14.6,6.7,0.327,0.101,1.515151515,0.827804584,1,7441,0.04883982,0.224081224,0.549406549,0.226512227,0.035178035,54281,0.709876543,4.106596114,0.017959396
522,0,2078,4920,1983,329,122,264.9800289,115.7054867,647.6400467,2.28,4546,571.21,1.64,0.002871098,16.4,8,0.412,0.191,0.717029449,0.787181223,0.581619537,5430,0.050957248,0.231377352,0.547823182,0.220799466,0.036632892,54050,0.671059857,3.966343434,0.024796748
856,11,2818,6917,2569,397,162,356.9675174,98.89876797,785.3226743,2.37,5530,501.89,0.04,7.97E-05,24.8,11,0.311,0.089,1.027131783,0.830262514,1,12453,0.036565492,0.229031209,0.562174902,0.208793888,0.03226593,66965,0.766750269,3.610529278,0.023420558
752,15,2401,5912,2407,368,144,389.8594168,83.30026792,760.0646086,2.39,5756,593.07,2.45,0.004131047,18.5,9.7,0.336,0.075,1.893095768,0.791179291,1,10954,0.060760724,0.223973881,0.551492537,0.224533582,0.034328358,57075,0.710014238,3.848147009,0.02435724
1105,9,3389,8498,3065,542,187,483.1824592,147.8018096,1092.609418,2.36,7219,577.51,0.76,0.001315995,27.2,12.5,0.331,0.122,1.31661442,0.834603557,0.504817202,7912,0.056559767,0.226658641,0.56835206,0.204989299,0.036249331,56273,0.701877934,3.982090499,0.022005178
860,7,2325,5980,2407,401,138,396.3352493,65.36798973,783.6144201,2.24,5330,573.04,2.03,0.00354251,19.9,9.3,0.341,0.063,0.808510638,0.792318634,0.700202804,7941,0.054582534,0.217046303,0.558252427,0.22470127,0.037434653,61167,0.699008193,3.369781726,0.023076923
1150,10,3367,9785,3716,668,235,464.5629281,160.0531268,1154.970927,2.27,8224,569.99,0.68,0.001193003,30.8,14.4,0.421,0.128,1.183932347,0.834012813,0.710847496,12464,0.053469674,0.199608727,0.580092483,0.220298791,0.039601613,53872,0.669304229,4.099949178,0.024016352
1067,29,3278,8071,2785,435,161,440.6646613,78.11429169,1094.19966,2.28,6731,701.64,4.79,0.006826863,21.4,9.7,0.398,0.151,0.893300248,0.820821236,0.811160236,12109,0.054061228,0.231923022,0.571034385,0.197042592,0.03077685,60063,0.718199609,4.139061116,0.019947962
1822,7,4334,11927,3806,528,237,591.6909576,93.32167093,1360.682179,2.39,8280,436.56,2.23,0.005108118,46.4,19.1,0.348,0.069,1.509186352,0.835983988,0.571308017,11509,0.055142084,0.215976479,0.594358898,0.189664624,0.026311855,52428,0.618299833,3.619062166,0.019870881
552,9,2278,4991,1918,333,131,260.3549321,84.74887198,605.8339871,2.33,4367,473.61,0.36,0.000760119,20.2,9.2,0.316,0.077,0.629095675,0.760780948,0.629939369,6026,0.063319078,0.247959073,0.543267661,0.208773267,0.036246871,52742,0.681151832,3.486153072,0.026247245
769,5,2235,5257,2055,354,130,279.6286485,99.31728168,669.6275398,2.24,4684,435.67,1.32,0.003029816,22.6,10.8,0.296,0.068,0.425029516,0.848484849,0.465817626,4572,0.054025283,0.234104954,0.550644181,0.215250864,0.037079711,52219,0.665089877,4.281331914,0.024728933
487,13,1656,3666,1519,266,80,231.872115,74.6115154,525.5975496,2.26,3426,432.05,0.54,0.001249855,16.4,7.9,0.303,0.079,0.260162602,0.778871979,1,7089,0.04834462,0.242069873,0.535886566,0.222043561,0.038883204,55969,0.766642806,4.825636405,0.021822149
946,12,3758,9322,3061,528,215,440.2756421,135.2597306,1104.738882,2.34,7258,587.49,1.04,0.001770243,27.9,12.4,0.315,0.097,0.943952802,0.815408729,0.821828187,13441,0.043691553,0.232823245,0.577535469,0.189641286,0.032711728,58570,0.730476459,3.806308338,0.02306372
1443,13,4331,11040,4061,632,301,714.3158179,151.1527222,1456.869981,2.32,9415,649.61,13.57,0.020889457,31.2,14.8,0.311,0.067,0.569732938,0.841175218,0.532698509,10573,0.054089537,0.222879786,0.568135035,0.208985179,0.032523672,54070,0.643982987,4.285549429,0.027264493
2174,43,8346,21692,7109,1106,506,1029.557831,223.9652543,2436.938697,2.41,16181,732.96,2.54,0.003465401,50.4,22.2,0.361,0.14,1.843632639,0.812471132,0.575077357,21187,0.042142907,0.22467494,0.583950252,0.191374808,0.029773602,55727,0.619058501,3.952225588,0.023326572
711,2,2858,11404,4119,478,219,563.1332632,58.74059312,1041.316683,2.46,7594,436.88,1.37,0.003135873,38.7,17.4,0.282,0.077,1.52284264,0.711345382,0.387282551,6523,0.074594761,0.155486644,0.620423263,0.224090093,0.026005114,43378,0.759675108,5.452163462,0.019203788
9486,36,30183,103341,17736,2212,1635,2305.062562,621.3427953,5933.037191,2.39,55967,623.15,9.11,0.014619273,213.1,91.1,0.264,0.06,1.936510744,0.700819824,0.185365444,24261,0.055068976,0.199543832,0.683201111,0.117255058,0.014623827,61640,0.840725806,5.744886575,0.015821407
2298,13,4439,12032,4273,661,312,758.764022,163.3385879,1618.181304,2.35,8911,577,1.38,0.002391681,35.9,15.5,0.376,0.077,0.958156459,0.779121447,0.579561973,11961,0.051109964,0.213989587,0.580023139,0.205987273,0.031864636,56012,0.642708766,3.845382507,0.025930851
596,7,2346,5687,2192,384,147,283.3519071,95.56874615,649.5829532,2.29,4931,579.92,0.74,0.001276038,18.1,8.5,0.366,0.065,2.129105323,0.795302693,1,10511,0.065766221,0.229437653,0.556185819,0.214376528,0.037555012,51043,0.696702276,4.181607039,0.025848426
1056,6,3268,8102,3538,629,172,514.5949892,166.7525423,1075.661191,2.22,7486,974.32,1.6,0.001642171,16,7.7,0.359,0.086,0.901577761,0.804705562,0.656436981,10203,0.050017489,0.219211162,0.543466595,0.237322243,0.042192112,54146,0.695957234,3.877265306,0.021229326
2022,17,7297,19841,6917,902,638,1323.848503,217.8617063,2846.960987,2.36,16205,538.87,21.35,0.039619945,69.3,31.3,0.403,0.132,0.865921788,0.839384148,0.406168089,14566,0.050547695,0.214271032,0.582616356,0.203112612,0.026486566,48571,0.596342092,4.051763213,0.032155637
14206,164,52510,137697,35702,4692,3313,5551.805683,1151.395535,14333.55621,2.42,92251,724.5,7.62,0.010517598,294.6,128.7,0.344,0.093,1.176069542,0.851159772,0.127479572,26927,0.041683444,0.232438725,0.609524189,0.158037086,0.020769425,64862,0.753602896,4.015693083,0.024060074
858,16,2526,6578,2065,285,159,300.4133109,73.57218538,662.5950428,2.55,5002,417.52,15.75,0.037722744,28.3,12.5,0.372,0.089,3.092783505,0.814487957,1,11387,0.089203423,0.226161698,0.588951562,0.18488674,0.025517056,53943,0.512694202,4.048763483,0.024171481
323,6,2008,4755,1882,273,89,279.5215641,88.55579628,640.1083431,2.32,4238,434.4,3.8,0.008747698,20.7,9.8,0.315,0.176,2.418478261,0.840961391,0.562485952,5005,0.055773881,0.23227299,0.550028918,0.217698091,0.031578947,50206,0.65297619,4.061370882,0.01871714
1026,8,3347,6324,2140,409,107,257.7379763,75.499996,566.9929035,2.55,4848,587.78,0.13,0.000221171,19.7,8.2,0.39,0.157,1.002227172,0.793091941,1,11581,0.063342318,0.2833799,0.535433071,0.181187029,0.034628736,64352,0.717795979,3.242203548,0.016919671
680,4,4047,9442,2760,363,265,496.0052779,103.1883081,1089.496829,2.49,6554,562.16,1.15,0.002045681,27.9,11.7,0.368,0.117,0.846645367,0.785550042,0.678359589,10636,0.047518955,0.249061481,0.581081913,0.169856607,0.022339836,64512,0.747588867,3.940335676,0.028066088
1267,27,5266,12707,4027,640,289,545.4785646,150.0385731,1272.682155,2.44,9766,573.4,2.53,0.004412278,39.2,17.1,0.332,0.124,0.81246522,0.794467886,0.439479916,9836,0.05050107,0.239363636,0.577590909,0.183045455,0.029090909,52950,0.641487507,4.751502019,0.02274337
2043,20,7892,19558,5957,797,363,861.0445581,146.7428078,1937.770204,2.36,13914,570.51,15.97,0.027992498,60.1,25.1,0.337,0.105,1.05950096,0.769599043,0.486895434,16218,0.041996558,0.236237914,0.585446164,0.178315922,0.023857275,58492,0.736020986,3.863892807,0.01856018
3478,46,10109,22600,7272,1142,798,1163.055259,401.4505526,2728.000689,2.55,16831,573.2,0.7,0.001221214,71,29.4,0.346,0.117,3.007518797,0.766467704,0.339254084,13790,0.081398244,0.252845101,0.565268503,0.181886396,0.028563568,54027,0.518037049,3.704690749,0.035309735
1040,7,3553,8736,2774,313,151,479.4834388,56.6027182,1250.354878,2.58,6109,440.64,3.21,0.007284858,34.4,14,0.328,0.067,0.899908173,0.848245853,0.595723488,8971,0.044411178,0.235875988,0.579964151,0.184159862,0.020779393,69177,0.643860721,4.108556413,0.017284799
788,4,2496,5837,2236,436,107,312.1197358,106.1729399,687.2500166,2.37,4850,469.56,0.43,0.000915751,23,10.3,0.32,0.079,0.787037037,0.77663497,0.671956199,7241,0.070048309,0.236162362,0.552275523,0.211562116,0.04125272,55553,0.623992413,3.849079514,0.018331335
433,2,1916,4627,2136,406,123,398.6389446,93.61238909,820.3619376,2.11,4697,698.93,4.86,0.006953486,13.3,6.8,0.379,0.146,0.86100861,0.807017544,0.711998269,6581,0.064649243,0.220762761,0.533125936,0.246111303,0.046779583,45252,0.630843632,4.495231438,0.026583099
443,12,1848,4387,1555,202,114,249.5790553,42.81616413,517.7612737,2.32,3884,434.3,0.59,0.001358508,18.4,9,0.335,0.126,2.358208955,0.78719867,0.551693852,4397,0.057954728,0.237227214,0.563157895,0.199614891,0.02593068,49549,0.592835821,3.539157903,0.025985867
462,11,2274,5585,2144,377,120,370.8533261,96.91064631,815.1843277,2.17,5239,425.03,0.93,0.002188081,25.3,12.4,0.261,0.139,1.498371336,0.811747306,0.47886406,5143,0.06570452,0.2273318,0.5583325,0.214335699,0.037688693,47648,0.575553417,4.259988278,0.021486124
2864,68,10691,25093,7145,914,575,915.3014068,216.2773463,2324.650879,2.56,17910,449.13,11.66,0.025961303,97.7,40.9,0.365,0.082,2.074435632,0.857969787,0.255515265,10922,0.051694008,0.249039111,0.584523283,0.166437606,0.021290969,57348,0.586946165,3.877853318,0.022914757
1282,30,3292,7689,2859,592,161,531.8173507,123.9813053,1014.078774,2.24,6649,573.21,0.17,0.000296575,25.1,11.6,0.285,0.086,0.972794724,0.754444444,0.662730935,9542,0.056210837,0.237861272,0.555563584,0.206575145,0.042774566,53045,0.620401338,3.868870877,0.020939004
521,1,1441,3300,1299,233,68,166.4083341,88.33321642,411.9293391,2.31,2990,399.39,0.71,0.001777711,16.2,7.5,0.32,0.074,2.061068702,0.801541426,0.583720211,3772,0.075802365,0.238576159,0.546357616,0.215066225,0.038576159,58125,0.547955975,4.138236559,0.020606061
1129,4,2949,8896,3404,560,160,520.7612975,116.2077426,1124.748277,2.27,7181,535.47,0.52,0.000971109,29.8,13.4,0.442,0.155,2.269170579,0.809740168,0.333542556,5314,0.061992062,0.19338973,0.583382517,0.223227753,0.03672372,49974,0.602920915,4.13325407,0.017985612
651,4,2037,4934,1958,390,107,217.5885688,125.9796869,589.9393372,2.28,4628,569.43,5.59,0.009816834,16.7,8.2,0.316,0.132,1.367741936,0.783489761,0.614902877,5793,0.046805456,0.22813305,0.552581476,0.219285474,0.043677903,52462,0.741695588,3.717112833,0.021686259
2742,42,6272,14212,4611,710,279,752.6674465,214.6287105,1761.948808,2.44,10550,863.73,0.84,0.000972526,29,12.2,0.321,0.104,0.42957043,0.81646434,0.62939246,15726,0.051970191,0.249930265,0.566327954,0.183741781,0.028292489,64296,0.698553949,3.528486914,0.019631297
557,4,1544,3644,1552,245,79,291.208649,70.57506742,604.5291953,2.1,3794,578.66,1.42,0.002453945,12.7,6.6,0.377,0.101,1.086956522,0.745092207,1,7310,0.059475999,0.229080119,0.540652819,0.230267062,0.036350148,49877,0.702954899,4.335865616,0.021679473
33451,334,121315,302258,63631,8245,6706,8635.659395,2299.524767,25250.1233,2.53,182262,591.53,17.74,0.029990026,750.5,317.6,0.319,0.083,2.629957428,0.833536817,0.049087405,21139,0.055104903,0.249002471,0.6203931,0.130604429,0.016923096,66044,0.725043631,4.163359655,0.022186344
6245,70,22030,55168,16335,2161,1115,2686.413817,500.1938723,6887.02425,2.47,39330,959.13,8.85,0.009227112,98,41.4,0.411,0.118,1.649400218,0.849826856,0.264196312,24612,0.055890939,0.235531844,0.589823912,0.174644243,0.023104145,57467,0.658471167,4.123010803,0.020210992
989,13,3643,11169,3887,623,242,551.9181765,151.0270322,1162.539023,2.2,8949,586.07,1.13,0.001928097,32.3,15.3,0.313,0.088,0.339443313,0.721156836,0.519932325,9834,0.055134808,0.194823253,0.597304669,0.207872079,0.03331729,53520,0.690958904,4.443179422,0.021667114
211,2,1167,2582,1219,249,70,166.6316591,47.69881859,329.7438881,2.39,2613,538.87,3.37,0.006253827,9.6,4.9,0.327,0.092,1.185185185,0.82358581,1,5131,0.075785582,0.234903382,0.519726248,0.24537037,0.050120773,52005,0.669035533,4.552602334,0.027110767
857,8,2176,5260,2283,440,125,383.4487565,118.4858374,774.180668,2.21,5429,578.33,3.32,0.005740667,18,9.4,0.306,0.094,0.412371134,0.835808749,1,10350,0.059832469,0.223891347,0.541207943,0.23490071,0.045272147,54958,0.726793249,3.781913281,0.023764259
11163,85,41080,104061,28142,3765,2567,4472.20894,985.6370789,11968.66255,2.52,71835,468.21,10.12,0.021614233,360.7,156.8,0.331,0.111,1.132662126,0.860777318,0.13510749,22323,0.050253119,0.237068841,0.600526307,0.162404852,0.021727463,58803,0.679969644,4.4017743,0.024668223
762,11,2603,6357,2618,518,132,366.1266036,145.9749432,902.8852234,2.27,5542,591.35,0.57,0.000963896,20.6,9.4,0.346,0.132,0.948616601,0.77910143,0.594476864,7233,0.051510759,0.22482294,0.549058559,0.226118501,0.044740024,55489,0.749239461,4.131361598,0.020764512
3691,25,9433,19940,5536,983,364,655.8721577,224.1478698,1384.610167,2.67,12279,768.99,0.66,0.000858269,43.9,16,0.285,0.068,3.056951424,0.771839112,0.508248279,17130,0.066768771,0.27021685,0.571199404,0.158583746,0.028158927,67178,0.687387155,3.232648189,0.018254764
6776,21,16245,70048,11812,1682,916,1309.091771,501.5818523,4084.61556,2.32,36789,573.65,0.83,0.001446875,156.3,64.2,0.262,0.056,1.625393351,0.716752475,0.169350696,15164,0.052973744,0.165587891,0.714010499,0.120401611,0.017144896,54554,0.86772126,5.692828006,0.013076747
1538,40,4075,9494,3335,552,281,502.2773846,160.1926378,1164.695351,2.48,7766,722.08,1.07,0.00148183,24.6,10.8,0.354,0.093,2.82108389,0.799568449,0.723982665,12863,0.076917426,0.241067203,0.561642215,0.197290582,0.032654993,55898,0.606786427,4.111278012,0.029597641
464,3,1455,3367,1369,214,64,208.8660873,34.23852721,429.9197034,2.3,3107,534.66,2.75,0.005143456,11.9,5.8,0.322,0.117,1.215469613,0.78564172,1,6317,0.069133192,0.235018575,0.543853982,0.221127443,0.034566306,48717,0.551387847,4.208761636,0.019008019
767,6,2744,7071,2544,388,226,388.10335,61.51979049,860.8341897,2.34,5937,425.8,2.15,0.005049319,29.6,14,0.406,0.183,0.539033457,0.808374135,0.392292963,4917,0.059634931,0.222024436,0.572133668,0.205841897,0.031394126,47518,0.611956137,4.425576015,0.031961533
355,5,1601,3843,1576,191,99,261.7675987,61.43021843,561.2185203,2.49,3670,490.52,5.73,0.011681481,15.6,7.6,0.329,0.031,1.678082192,0.71692607,1,7570,0.079108234,0.228062678,0.547435897,0.224501425,0.027207977,47083,0.572714681,3.669455545,0.025761124
2550,71,7931,20937,6337,886,602,995.0454899,301.7057146,2374.75556,2.39,16098,436.02,4.19,0.009609651,82.5,37.3,0.323,0.163,3.043929436,0.828237354,0.304673684,10854,0.0679455,0.2252805,0.59471666,0.180002841,0.02516688,45233,0.614884477,4.559541907,0.028752925
2796,11,12657,30374,8025,959,630,1329.440825,295.7224281,3354.684106,2.51,18371,573.35,3.52,0.006139356,81.1,32.2,0.34,0.1,1.119034558,0.848016245,0.419556517,19394,0.03854804,0.247904262,0.594915387,0.157180351,0.018783297,74383,0.774088653,3.730786544,0.020741424
1402,14,5493,12376,4272,692,283,634.1384462,144.9308349,1433.230794,2.5,9516,570.92,2.08,0.003643242,38.2,16.7,0.342,0.119,1.245002856,0.777255985,0.694618504,15076,0.059128111,0.248091775,0.55896301,0.192945215,0.031254234,61769,0.604510673,3.401530923,0.022866839
298,7,1625,3360,1416,243,76,218.1072728,73.85563823,471.3374364,2.36,3212,527.15,1.71,0.003243858,12.2,6.1,0.391,0.212,3.689320388,0.766630316,1,6403,0.074163159,0.253866583,0.524917982,0.221215435,0.037962818,45017,0.542513168,3.585418984,0.022619048
3578,33,7884,21739,6654,934,622,1026.663853,318.787971,2571.96637,2.23,17035,718.43,2.81,0.003911307,53.1,23.8,0.375,0.111,0.218905473,0.82286875,0.339120827,12891,0.058596453,0.217327783,0.599250214,0.183422003,0.025746341,44261,0.644311798,4.348977672,0.028612172
917,23,2319,5936,2263,421,129,272.590459,110.2048581,679.2919145,2.16,5194,401.72,1.23,0.003061834,27.1,13,0.398,0.072,0.550055006,0.791409861,0.661236886,7185,0.050822123,0.220479179,0.564365849,0.215154972,0.040026621,51002,0.648387097,3.700522368,0.021731806
962,12,3709,12176,4144,676,315,644.0636643,124.4294055,1162.720064,2.21,8721,690.14,0.27,0.000391225,30.5,12.6,0.332,0.057,0.524070689,0.681814255,0.589808131,12419,0.046505093,0.185181487,0.607918518,0.206899995,0.033751061,62820,0.798570334,3.800936254,0.025870565
10323,124,26742,60326,15471,1982,1372,2461.703651,467.9537897,6583.078806,2.55,41484,877.77,4.94,0.005627898,117.1,47.5,0.354,0.092,2.231737382,0.836812293,0.174568375,17836,0.081299273,0.26079833,0.588322492,0.150879178,0.019329231,55483,0.611931048,4.195178817,0.022743096
355,0,1540,4382,1531,225,113,299.3138665,61.0694128,576.5562924,2.33,3548,401.94,1.82,0.004528039,19,8.9,0.326,0.17,0.890302067,0.869793031,1,7598,0.057478992,0.206628203,0.587951161,0.205420636,0.030189186,54329,0.627525253,3.749193212,0.025787312
1233,6,3040,6766,2884,548,167,334.9928942,116.8809936,795.1469484,2.21,6529,582.24,1.82,0.003125859,22.8,11.2,0.365,0.071,1.265822785,0.819532909,0.567994557,7514,0.070080588,0.239558708,0.533175729,0.227265563,0.043183609,50198,0.634728341,4.21386166,0.024682235
348,1,2790,7077,2577,375,254,450.9589209,104.0238758,945.308448,2.31,6226,505.33,5.02,0.009934102,26.7,12.4,0.383,0.173,1.50801131,0.84111989,0.571535413,7642,0.091191388,0.224204436,0.568707811,0.207087753,0.030135005,42679,0.610044313,4.400642446,0.035890914
375,0,1997,4205,1676,249,144,261.5255803,44.04880341,512.2164168,2.52,3720,583.73,4.09,0.007006664,14,6.4,0.353,0.122,1.057542768,0.734723429,0.588249815,4766,0.103857567,0.253490734,0.533764915,0.212744351,0.031607007,46274,0.613880126,4.031855956,0.034244946
850,9,3781,9633,2779,388,323,401.3970697,84.57484853,1014.844955,2.49,6990,433.82,2.65,0.006108524,39.3,16.2,0.434,0.113,1.156069364,0.751114608,0.341526826,5780,0.074139595,0.233495955,0.594886679,0.171617366,0.023960971,48667,0.690953248,4.799624994,0.033530572
192,0,1024,2421,1027,146,62,143.7102654,31.37372705,288.282154,2.39,2765,1136.17,2.09,0.001839513,4.3,2.4,0.275,0.107,1.173469388,0.8125,1,4861,0.138943801,0.228980322,0.541368515,0.229651163,0.032647585,50613,0.572295248,5.313359639,0.025609252
1652,13,6207,14886,5018,851,443,881.0963961,203.296395,1667.62769,2.42,12696,900.63,5.23,0.005807046,30.9,14.2,0.391,0.126,1.776988005,0.8407173,0.317554383,8788,0.128910901,0.237715905,0.570104554,0.192179541,0.032591628,50198,0.578644501,4.379004709,0.029759506
543,3,3764,8000,2889,447,298,385.5878518,93.34055624,916.2632355,2.49,7167,639.09,3.62,0.005664304,23.9,11.3,0.348,0.121,2.397868561,0.762714558,0.479667831,7278,0.103346627,0.256875725,0.545963284,0.197160991,0.030505698,40733,0.615139949,4.607752528,0.03725
725,7,2424,5206,1968,274,163,392.0767653,47.96361843,760.6595761,2.44,4779,572.11,1.23,0.002149936,17.5,8.4,0.368,0.135,1.49068323,0.812696983,0.684395032,6833,0.105112154,0.252552615,0.542404668,0.205042717,0.028547614,48547,0.624505929,3.629252678,0.031310027
3354,11,16996,39640,10129,1406,1105,1919.963518,325.4617666,4878.46775,2.6,26058,1446.53,16.66,0.011517217,46.1,18.2,0.352,0.101,2.162273476,0.837231301,0.404735883,26664,0.07894927,0.254564517,0.593724257,0.151711226,0.021058938,63272,0.717224287,4.001741796,0.027875883
160,3,525,1443,661,99,39,106.3754543,36.11031918,213.5192435,2.48,1503,777.73,4.67,0.006004655,3.6,1.9,0.345,0.102,1.290322581,0.720575023,1,2790,0.10319539,0.199695702,0.5488779,0.251426398,0.037656904,46295,0.638376384,4.339453672,0.027027027
81,1,658,1766,885,125,57,109.2618699,34.89241127,246.1270207,2.28,2150,644.77,5.89,0.00913504,5.7,3.4,0.319,0.129,0.952380952,0.759166068,1,3669,0.162941894,0.198851617,0.533695981,0.267452403,0.037775763,38690,0.559939302,4.008865725,0.032276331
1124,9,4610,11542,3863,428,377,602.5048776,95.01635137,1358.761458,2.5,9890,591.02,3.46,0.005854286,36.8,16.8,0.418,0.158,1.132315522,0.836365757,0.490626302,10599,0.106247291,0.230327255,0.576667499,0.193005246,0.021383962,41103,0.654373735,4.180810866,0.032663317
207,9,567,1376,717,160,31,100.0683144,46.95546917,196.9297226,2.15,1518,1020.94,1.06,0.001038259,2.7,1.5,0.322,0.091,0.32,0.764510779,1,2726,0.135135135,0.213157895,0.517293233,0.269548872,0.060150376,46833,0.62267658,4.515436565,0.02252907
130,4,483,1082,440,91,26,52.70489591,23.26248388,127.975132,2.23,1135,977.18,2.55,0.00260955,2.3,1.2,0.32,0.118,3.756906077,0.775757576,1,2215,0.124516129,0.240897756,0.539650873,0.219451372,0.045386534,50368,0.68226601,4.136322426,0.024029575
424,10,1883,4276,1838,320,122,315.3978741,107.3023674,982.2324643,2.35,4042,655.6,10.3,0.015710799,13.2,6.3,0.292,0.101,0.566318927,0.822460159,0.495371998,4228,0.082090775,0.235463299,0.534700513,0.229836189,0.040015006,56186,0.730211817,3.619915417,0.028531338
591,4,1952,4892,1885,339,133,305.0918037,73.06516339,660.7275385,2.26,4659,717.99,2.65,0.003690859,13.3,6.5,0.404,0.102,0.640204866,0.821719457,0.439840554,4193,0.092439457,0.223622408,0.560430748,0.215946844,0.038836064,44143,0.64923402,3.893297043,0.027187244
301,9,1796,4671,1766,216,194,296.1936566,34.53736163,649.0478919,2.3,3964,654.09,27.15,0.041508049,13.7,6.3,0.383,0.11,1.815642458,0.837085758,0.708987327,6098,0.076780759,0.218146484,0.567350905,0.214502611,0.02623588,58636,0.717501407,4.740921957,0.041532862
71,0,415,886,447,60,22,59.16869238,20.35769221,117.3544005,2.3,1044,789.69,1.39,0.001760184,2.4,1.3,0.265,0.083,0,0.836649215,1,1891,0.145259939,0.237414188,0.506864989,0.255720824,0.034324943,56912,0.633027523,3.821829046,0.0248307
1579,10,8319,20479,6420,947,574,924.0232373,240.2996308,2277.834959,2.46,16030,1132.43,6.68,0.005898819,32.3,14.2,0.387,0.126,1.851851852,0.806691695,0.309988709,11256,0.103960577,0.236214436,0.581492419,0.182293146,0.026889659,48087,0.604842615,4.400819055,0.028028712
2350,17,8490,24474,6055,927,750,870.3152501,151.0103168,2126.130523,2.47,17801,595.01,5.26,0.008840188,66.4,30.2,0.336,0.111,3.768793852,0.846623467,0.349287065,13669,0.118760703,0.217586304,0.627232887,0.155180809,0.023757657,40174,0.711303177,5.171716547,0.030644766
198,1,558,1505,808,191,38,94.16392446,45.82264943,209.344986,1.89,1818,894.15,0.63,0.00070458,3.3,2,0.32,0.121,0.280701754,0.751643535,1,2961,0.125664572,0.194357367,0.524207593,0.28143504,0.066527342,44104,0.65529623,4.797458022,0.025249169
719,9,4439,10580,3698,636,321,646.2785125,110.6251393,2077.514843,2.39,8972,851.95,4.88,0.005728036,23.3,10.6,0.36,0.11,1.377132028,0.788773486,0.642907766,12700,0.098253275,0.237164075,0.565261527,0.197574398,0.033979804,48167,0.644523439,4.894524072,0.030340265
503,2,1626,4554,1502,222,148,261.330466,41.14418155,561.8975321,2.33,3576,398.28,4.87,0.012227579,20.2,9.1,0.375,0.11,2.431118314,0.826263172,0.701950913,5577,0.099318569,0.211663629,0.592814371,0.195521999,0.028898724,49338,0.66163522,4.489249376,0.032498902
4776,24,22089,84393,14954,1890,1995,1648.904793,387.6774096,5132.641731,2.39,46731,474.64,18.77,0.039545761,243.1,102.5,0.279,0.065,1.685139109,0.772580198,0.110127587,12205,0.092440456,0.181898284,0.694958661,0.123143055,0.015563754,55832,0.8367874,5.243115438,0.023639401
168,0,665,1578,606,69,37,85.63741568,19.34484595,182.4963529,2.17,1636,621.97,0.08,0.000128624,4.9,2.6,0.38,0.15,1.434262948,0.801264045,1,3037,0.170763828,0.233415233,0.553878554,0.212706213,0.024219024,49293,0.666666667,3.453468208,0.023447402
54,0,543,1236,729,92,39,151.849811,19.34607365,251.7827315,2.26,1760,650.47,6.2,0.009531569,4.5,2.7,0.333,0.232,3.453815261,0.771750256,1,2882,0.140732265,0.216507177,0.492822967,0.290669856,0.036682616,38494,0.538834951,3.942563006,0.031553398
2347,28,6198,18096,4416,692,402,626.958123,162.09877,1362.105904,2.39,12872,900.37,0.46,0.000510901,31.6,14.3,0.3,0.074,1.07020548,0.850729517,0.255588359,7272,0.088145768,0.215882968,0.63030303,0.153814002,0.0241031,52700,0.798513986,5.17749051,0.022214854
697,4,1137,3762,1297,200,76,192.3221596,25.21031299,401.5640098,2.2,3239,723.29,7.44,0.010286331,9.1,4.5,0.366,0.114,1.312127237,0.802206162,0.541018932,3515,0.086181993,0.183505487,0.607165913,0.209328599,0.03227889,48188,0.572171652,4.576585695,0.02020202
4622,23,11038,21539,4034,556,514,423.2387711,65.41052168,1040.93929,2.91,13276,1302.67,0.7,0.000537358,28.2,10.2,0.363,0.093,6.925207756,0.801767608,0.185827714,6834,0.149159144,0.301494086,0.58832045,0.110185463,0.015186693,56573,0.52691037,3.645658977,0.023863689
4598,13,10213,19883,3792,636,443,409.8448417,118.783542,1041.162294,3,12005,1099.08,0.81,0.00073698,30.8,10.9,0.309,0.09,5.924276169,0.782603443,0.192980383,6532,0.180248735,0.301375118,0.586726865,0.111898017,0.018767705,53072,0.458351943,3.638982219,0.02228034
1091,15,6090,15279,4262,484,503,594.045706,107.8050933,1624.911519,2.5,11147,577.14,5.38,0.009321828,45.5,19.5,0.326,0.095,1.415478615,0.845698033,0.521006464,13542,0.080352908,0.237602903,0.596114081,0.166283017,0.018883383,55486,0.606242497,3.496140046,0.032921003
962,5,10029,19747,2818,356,551,831.8471091,99.36692168,8491.833168,2.66,14517,404.49,19.87,0.049123588,89.3,37.7,0.387,0.096,3.647058824,0.86525243,0.116727781,4011,0.078964035,0.307694668,0.605847702,0.08645763,0.010922256,49185,0.735827465,3.204342797,0.027902973
